boro,cuisine_description,grade,violation_description,violation_count
Queens,Indian,A,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,1
Queens,Indian,A,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",1
Queens,Indian,A,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",6
Queens,Indian,A,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",2
Queens,Indian,A,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",3
Queens,Indian,A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",23
Queens,Indian,A,Evidence of mice or live mice in establishment's food or non-food areas.,16
Queens,Indian,A,Evidence of mice or live mice present in facility's food and/or non-food areas.,1
Queens,Indian,A,Evidence of rats or live rats in establishment's food or non-food areas.,4
Queens,Indian,A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,1
Queens,Indian,A,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",9
Queens,Indian,A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,4
Queens,Indian,A,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11
Queens,Indian,A,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,1
Queens,Indian,A,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",3
Queens,Indian,A,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",14
Queens,Indian,A,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",3
Queens,Indian,A,Hot TCS food item not held at or above 140 °F.,10
Queens,Indian,A,Live roaches in facility's food or non-food area.,6
Queens,Indian,A,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",1
Queens,Indian,A,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",43
Queens,Indian,A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,5
Queens,Indian,A,"Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",1
Queens,Indian,A,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",3
Queens,Indian,A,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",1
Queens,Indian,A,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",2
Queens,Indian,A,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",4
Queens,Indian,A,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",2
Queens,Indian,A,Thawing procedure improper.,5
Queens,Indian,A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",1
Queens,Indian,A,Wash hands sign not posted near or above hand washing sink.,2
Queens,Indian,A,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",5
Queens,Indian,B,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",1
Queens,Indian,B,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.",1
Queens,Indian,B,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",2
Queens,Indian,B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,6
Queens,Indian,B,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,7
Queens,Indian,B,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",3
Queens,Indian,B,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",1
Queens,Indian,B,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",7
Queens,Indian,B,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",17
Queens,Indian,B,Evidence of mice or live mice in establishment's food or non-food areas.,12
Queens,Indian,B,Evidence of rats or live rats in establishment's food or non-food areas.,1
Queens,Indian,B,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",1
Queens,Indian,B,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",3
Queens,Indian,B,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,7
Queens,Indian,B,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",5
Queens,Indian,B,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,1
Queens,Indian,B,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",2
Queens,Indian,B,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",10
Queens,Indian,B,Hot TCS food item not held at or above 140 °F.,11
Queens,Indian,B,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",1
Queens,Indian,B,Live roaches in facility's food or non-food area.,5
Queens,Indian,B,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",3
Queens,Indian,B,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",13
Queens,Indian,B,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,3
Queens,Indian,B,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",2
Queens,Indian,B,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",1
Queens,Indian,B,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",1
Queens,Indian,B,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",5
Queens,Indian,B,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",3
Queens,Indian,B,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",1
Queens,Indian,B,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",2
Queens,Indian,C,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",2
Queens,Indian,C,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,4
Queens,Indian,C,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,5
Queens,Indian,C,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,1
Queens,Indian,C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",1
Queens,Indian,C,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",3
Queens,Indian,C,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",11
Queens,Indian,C,Evidence of mice or live mice in establishment's food or non-food areas.,4
Queens,Indian,C,Evidence of rats or live rats in establishment's food or non-food areas.,4
Queens,Indian,C,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",2
Queens,Indian,C,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,9
Queens,Indian,C,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",3
Queens,Indian,C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,2
Queens,Indian,C,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",1
Queens,Indian,C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",9
Queens,Indian,C,Hot TCS food item not held at or above 140 °F.,6
Queens,Indian,C,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",1
Queens,Indian,C,Live animal other than fish in tank or service animal present in facility’s food or non-food area.,1
Queens,Indian,C,Live roaches in facility's food or non-food area.,5
Queens,Indian,C,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",5
Queens,Indian,C,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",9
Queens,Indian,C,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,4
Queens,Indian,C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",1
Queens,Indian,C,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",2
Queens,Indian,C,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2
Queens,Indian,C,Thawing procedure improper.,1
Queens,Indian,C,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",1
Queens,Indian,C,Toxic chemical or pesticide improperly stored or used such that food contamination may occur.,1
Queens,Indian,C,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",3
Queens,Indonesian,A,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,1
Queens,Indonesian,A,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,1
Queens,Indonesian,A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,1
Queens,Indonesian,A,"Food adulterated or misbranded. Adulterated or misbranded food possessed, being manufactured, produced, packed, sold, offered for sale, delivered or given away",1
Queens,Indonesian,A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared.  Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing.  ROP food prepared on premises transported to another site.",1
Queens,Indonesian,A,Hot TCS food item not held at or above 140 °F.,1
Queens,Indonesian,A,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",3
Queens,Indonesian,A,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",1
Queens,Indonesian,A,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",1
Queens,Indonesian,A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",1
Queens,Indonesian,A,Wash hands sign not posted near or above hand washing sink.,1
Queens,Indonesian,A,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",2
Queens,Indonesian,B,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",1
Queens,Indonesian,B,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",1
Queens,Indonesian,B,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",2
Queens,Indonesian,B,Live roaches in facility's food or non-food area.,1
Queens,Indonesian,B,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",1
Queens,Indonesian,B,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",1
Queens,Indonesian,B,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",1
Queens,Iranian,C,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,1
Queens,Iranian,C,"Food preparation area, food storage area, or other area used by employees or patrons, contaminated by sewage or liquid waste.",1
Queens,Iranian,C,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",1
Queens,Iranian,C,"Sewage disposal system is not provided, improper, inadequate or unapproved.",1
Queens,Irish,A,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",2
Queens,Irish,A,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,12
Queens,Irish,A,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,3
Queens,Irish,A,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",2
Queens,Irish,A,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",8
Queens,Irish,A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",12
Queens,Irish,A,Evidence of mice or live mice in establishment's food or non-food areas.,6
Queens,Irish,A,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",1
Queens,Irish,A,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",6
Queens,Irish,A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,4
Queens,Irish,A,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",37
Queens,Irish,A,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",1
Queens,Irish,A,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",2
Queens,Irish,A,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",13
Queens,Irish,A,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",1
Queens,Irish,A,Hot TCS food item not held at or above 140 °F.,3
Queens,Irish,A,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",2
Queens,Irish,A,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",1
Queens,Irish,A,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",41
Queens,Irish,A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,1
Queens,Irish,A,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",6
Queens,Irish,A,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,1
Queens,Irish,A,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",3
Queens,Irish,A,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",11
Queens,Irish,A,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",4
Queens,Irish,A,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",1
Queens,Irish,A,Thawing procedure improper.,1
Queens,Irish,A,Unknown,1
Queens,Irish,A,Wash hands sign not posted near or above hand washing sink.,2
Queens,Irish,A,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",2
Queens,Irish,B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,1
Queens,Irish,B,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,2
Queens,Irish,B,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",1
Queens,Irish,B,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",1
Queens,Irish,B,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",6
Queens,Irish,B,Evidence of mice or live mice in establishment's food or non-food areas.,2
Queens,Irish,B,Evidence of rats or live rats in establishment's food or non-food areas.,1
Queens,Irish,B,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",3
Queens,Irish,B,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,3
Queens,Irish,B,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",5
Queens,Irish,B,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",1
Queens,Irish,B,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",4
Queens,Irish,B,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,1
Queens,Irish,B,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",2
Queens,Irish,B,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",3
Queens,Irish,B,Thawing procedure improper.,1
Queens,Irish,C,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,1
Queens,Irish,C,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,1
Queens,Irish,C,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",1
Queens,Irish,C,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",2
Queens,Irish,C,Evidence of rats or live rats in establishment's food or non-food areas.,1
Queens,Irish,C,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",2
Queens,Irish,C,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",1
Queens,Irish,C,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",1
Queens,Irish,C,Live roaches in facility's food or non-food area.,1
Queens,Irish,C,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",1
Queens,Irish,C,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",1
Queens,Irish,C,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",1
Queens,Italian,A,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",4
Queens,Italian,A,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",3
Queens,Italian,A,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,35
Queens,Italian,A,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,8
Queens,Italian,A,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,3
Queens,Italian,A,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",3
Queens,Italian,A,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",14
Queens,Italian,A,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",8
Queens,Italian,A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",39
Queens,Italian,A,Evidence of mice or live mice in establishment's food or non-food areas.,18
Queens,Italian,A,Evidence of rats or live rats in establishment's food or non-food areas.,2
Queens,Italian,A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,1
Queens,Italian,A,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",3
Queens,Italian,A,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",17
Queens,Italian,A,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",1
Queens,Italian,A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,8
Queens,Italian,A,Food Protection Certificate not held by supervisor of food operations.,1
Queens,Italian,A,Food contact surface not properly maintained.,2
Queens,Italian,A,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",36
Queens,Italian,A,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2
Queens,Italian,A,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,1
Queens,Italian,A,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,1
Queens,Italian,A,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",1
Queens,Italian,A,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",32
Queens,Italian,A,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",2
Queens,Italian,A,HACCP plan not approved or approved HACCP plan not maintained on premises.,1
Queens,Italian,A,Hot TCS food item not held at or above 140 °F.,12
Queens,Italian,A,Hot TCS food item that has been cooked and cooled is being held for service without first being reheated to 165º F or above within 2 hours.,2
Queens,Italian,A,Hot food item not held at or above 140º F.,1
Queens,Italian,A,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",1
Queens,Italian,A,Live roaches in facility's food or non-food area.,3
Queens,Italian,A,"Meat, fish, molluscan shellfish, unpasteurized raw shell eggs, poultry or other TCS offered or served raw or undercooked and written notice not provided to consumer.",1
Queens,Italian,A,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",4
Queens,Italian,A,"Mechanical or natural ventilation system not provided,  improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",1
Queens,Italian,A,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",2
Queens,Italian,A,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",9
Queens,Italian,A,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",80
Queens,Italian,A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,1
Queens,Italian,A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,2
